pressure(bar)	loading(mmol/g)
ch4
0.1		0.0705
1		0.5390
5		1.4968
10		2.3298
25		2.8579
50		3.0041
co2
0.1		0.4470
1		1.7143
5		3.1205
10		3.4943
25		3.9302
50		4.000
